object_id	content_pack_id	label	alternate_label	availability	path	class_string	last_update	tags	entry_string	required_level	required_points	stack_size	item_id	recipe	stats
b3f49832-4d38-5176-a977-7394d693f62d	ef2ebfe1-960b-4535-8b12-ab64b59306b8	AdditionalStructures Floor		2147483647	/AdditionalStructures/PrimalItemData/FloorSkins/PrimalItemStructureSkin_AdditionalStructures_Tileset_FloorSkins.PrimalItemStructureSkin_AdditionalStructures_Tileset_FloorSkins	PrimalItemStructureSkin_AdditionalStructures_Tileset_FloorSkins_C	1753624947	object,blueprintable	EngramEntry_AdditionalStructures_Tileset_FloorSkins_C	45	0	1		[{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"31815d05-b6ef-586b-b415-bf278f1a3668","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":1.0,"exact":false}]	
2c5dd7da-e533-5967-96c2-6f060b96a36c	ef2ebfe1-960b-4535-8b12-ab64b59306b8	AdditionalStructures Frameless Glass Structures		2147483647	/AdditionalStructures/PrimalItemData/GlassWalls/PrimalItemStructureSkin_AdditionalStructures_Tileset_FramelessGlass.PrimalItemStructureSkin_AdditionalStructures_Tileset_FramelessGlass	PrimalItemStructureSkin_AdditionalStructures_Tileset_FramelessGlass_C	1733239945	object,blueprintable	EngramEntry_AdditionalStructures_Tileset_FramelessGlass_C	50	0	1		[{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"37f88748-46ce-5fb8-b390-bab8f2b25eb0","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":10.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"8bf09ade-d8fb-5eae-a57f-0a5e765e27ef","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":25.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"e072a05a-e07f-5947-b8fb-c1e0604ae009","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":50.0,"exact":false}]	
996e03b8-1849-5653-9e0f-582330e0009e	ef2ebfe1-960b-4535-8b12-ab64b59306b8	Adobe Double Stairs		2147483647	/AdditionalStructures/PrimalItemData/Stairs/PrimalItemStructure_AdditionalStructures_Stairs_Adobe_Double.PrimalItemStructure_AdditionalStructures_Stairs_Adobe_Double	PrimalItemStructure_AdditionalStructures_Stairs_Adobe_Double_C	1733239945	object,blueprintable	EngramEntry_AdditionalStructures_Stairs_Adobe_Double_C	16	3	100		[{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"31815d05-b6ef-586b-b415-bf278f1a3668","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":10.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"a70e4aec-1501-55d8-803d-a0a2c9abb7ab","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":60.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"edc98801-6793-5a92-8045-121fbb5aa3f0","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":15.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"f5219587-538e-50b5-bbf7-8097f959111b","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":30.0,"exact":false}]	
bd2bc5fe-6977-5f37-9efb-e181313dac65	ef2ebfe1-960b-4535-8b12-ab64b59306b8	Adobe Triple Stairs		2147483647	/AdditionalStructures/PrimalItemData/Stairs/PrimalItemStructure_AdditionalStructures_Stairs_Adobe_Triple.PrimalItemStructure_AdditionalStructures_Stairs_Adobe_Triple	PrimalItemStructure_AdditionalStructures_Stairs_Adobe_Triple_C	1733239945	object,blueprintable	EngramEntry_AdditionalStructures_Stairs_Adobe_Triple_C	16	3	100		[{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"31815d05-b6ef-586b-b415-bf278f1a3668","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":10.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"a70e4aec-1501-55d8-803d-a0a2c9abb7ab","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":60.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"edc98801-6793-5a92-8045-121fbb5aa3f0","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":15.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"f5219587-538e-50b5-bbf7-8097f959111b","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":30.0,"exact":false}]	
3c8622c3-5baf-5d85-be60-0804415ebe04	ef2ebfe1-960b-4535-8b12-ab64b59306b8	Dino Trap Double		2147483647	/AdditionalStructures/PrimalItemData/DinoTraps/Double/PrimalItemStructure_DinoTraps_StoneTrapDouble.PrimalItemStructure_DinoTraps_StoneTrapDouble	PrimalItemStructure_DinoTraps_StoneTrapDouble_C	1735601013	object,blueprintable	EngramEntry_AdditionalStructures_DinoTraps_Double_C	31	0	100		[{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"77c6684b-28c8-5adb-aa2e-fa31899212f9","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":2240.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"edc98801-6793-5a92-8045-121fbb5aa3f0","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":800.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"f5219587-538e-50b5-bbf7-8097f959111b","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":1120.0,"exact":false}]	
a228765f-0a47-5468-8e62-b7638b8f5a65	ef2ebfe1-960b-4535-8b12-ab64b59306b8	Dino Trap Double Gate		2147483647	/AdditionalStructures/PrimalItemData/DinoTraps/Double/PrimalItemStructure_DinoTraps_StoneTrapDouble_Gate.PrimalItemStructure_DinoTraps_StoneTrapDouble_Gate	PrimalItemStructure_DinoTraps_StoneTrapDouble_Gate_C	1735601013	object,blueprintable	EngramEntry_AdditionalStructures_DinoTraps_Double_Gate_C	31	0	100		[{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"77c6684b-28c8-5adb-aa2e-fa31899212f9","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":480.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"edc98801-6793-5a92-8045-121fbb5aa3f0","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":160.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"f5219587-538e-50b5-bbf7-8097f959111b","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":240.0,"exact":false}]	
8f0865d5-a977-596c-bf32-f4dafc325ec1	ef2ebfe1-960b-4535-8b12-ab64b59306b8	Dino Trap Double Roof		2147483647	/AdditionalStructures/PrimalItemData/DinoTraps/Double/PrimalItemStructure_DinoTraps_StoneTrapDouble_Roof.PrimalItemStructure_DinoTraps_StoneTrapDouble_Roof	PrimalItemStructure_DinoTraps_StoneTrapDouble_Roof_C	1735601013	object,blueprintable	EngramEntry_AdditionalStructures_DinoTraps_Double_Ceiling_C	31	0	100		[{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"77c6684b-28c8-5adb-aa2e-fa31899212f9","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":480.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"edc98801-6793-5a92-8045-121fbb5aa3f0","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":160.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"f5219587-538e-50b5-bbf7-8097f959111b","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":240.0,"exact":false}]	
5e6f2717-bc16-548d-a0bd-03564e7b6c67	ef2ebfe1-960b-4535-8b12-ab64b59306b8	Dino Trap Single		2147483647	/AdditionalStructures/PrimalItemData/DinoTraps/Single/PrimalItemStructure_DinoTraps_StoneTrapSingle.PrimalItemStructure_DinoTraps_StoneTrapSingle	PrimalItemStructure_DinoTraps_StoneTrapSingle_C	1735601013	object,blueprintable	EngramEntry_AdditionalStructures_DinoTraps_Single_C	16	3	100		[{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"77c6684b-28c8-5adb-aa2e-fa31899212f9","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":1120.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"edc98801-6793-5a92-8045-121fbb5aa3f0","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":400.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"f5219587-538e-50b5-bbf7-8097f959111b","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":560.0,"exact":false}]	
f26c28c2-dc49-5d3b-96a0-1acac7a1813a	ef2ebfe1-960b-4535-8b12-ab64b59306b8	Dino Trap Single Gate		2147483647	/AdditionalStructures/PrimalItemData/DinoTraps/Single/PrimalItemStructure_DinoTraps_StoneTrapSingle_Gate.PrimalItemStructure_DinoTraps_StoneTrapSingle_Gate	PrimalItemStructure_DinoTraps_StoneTrapSingle_Gate_C	1735601013	object,blueprintable	EngramEntry_AdditionalStructures_DinoTraps_Single_Gate_C	31	0	100		[{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"77c6684b-28c8-5adb-aa2e-fa31899212f9","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":240.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"edc98801-6793-5a92-8045-121fbb5aa3f0","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":80.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"f5219587-538e-50b5-bbf7-8097f959111b","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":120.0,"exact":false}]	
93163253-7f31-5275-ae64-5ff876bdc34e	ef2ebfe1-960b-4535-8b12-ab64b59306b8	Dino Trap Single Roof		2147483647	/AdditionalStructures/PrimalItemData/DinoTraps/Single/PrimalItemStructure_DinoTraps_StoneTrapSingle_Roof.PrimalItemStructure_DinoTraps_StoneTrapSingle_Roof	PrimalItemStructure_DinoTraps_StoneTrapSingle_Roof_C	1735601013	object,blueprintable	EngramEntry_AdditionalStructures_DinoTraps_Single_Ceiling_C	16	3	100		[{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"77c6684b-28c8-5adb-aa2e-fa31899212f9","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":240.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"edc98801-6793-5a92-8045-121fbb5aa3f0","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":80.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"f5219587-538e-50b5-bbf7-8097f959111b","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":120.0,"exact":false}]	
